app_id,GOOD,disp_income,occ_code,cust_age,time_emp,res_indicator,I_01,I_02,I_03,I_04,D_01,ER_01,ER_02,I_05,D_02,I_06,P_01,S_01,CA_03,CA_02,CA_01,S_02
4260,1,1,SO,19,2,P,1.4,500,11,1,31.49,13.13,1.44,28.12,402,0.213751785,79.421875,2,1,714,3,1
-7572,1,0,SC,20,3,P,1.283333333,500,11,2,1,13,1,19,321.62,0,83.4375,2,2,1768,3,0
-9776,1,200,SO,19,1,P,1.28,500,11,2,11.54,12,1.038,21,528,0,51.78125,1,2,0,3,0
-3230,1,560,SO,20,1,P,1.15,500,11,2,7.62,23,1,14,33,0,72.875,1,1,0,3,4
-12911,1,1,SL,20,3,P,1.1,500,11,1,26.41,5,3,12,30,0.022255981,54.046875,1.08,1,0,3,4
3837,0,0,SH,19,0,P,1.46,495.3333333,11,1.465,255,16,1,11,366.5,0.300697763,59.375,1.15,0,36.43,5,-1
6502,1,0,SL,19,1,P,1.095,488.8833333,11,1,31,15,2,2,134.6,0.077303723,72.1875,1,1,0,3,0
6758,1,0,SH,18,1,P,1.04,471.5,11,1.093333333,0,10,0,13,95.685,0,78.40625,1,0,12.85,5,0
-11570,1,0,SO,19,1,P,1.07,471,11,1.17,1,7,0,18,155.31,0.252274083,60.953125,1.04,0,16.79,5,4
4445,1,0,SH,20,2,P,1.205,469,11,1.27,50,15,2,33,270.685,0,75.59375,1,0,48.08,5,-1
3830,0,1,SA,19,0,P,1.07,452.5,11,1,0,4,0,28,225.16,0.114831058,57.91015625,1.09,1,0,3,4
-2121,0,0,SB,19,1,P,1.12,449.6833333,11,1,41.76333333,6,2,25,190.385,0,83.71875,1,1,38,3,4
263,0,0,SB,19,1,P,1.16,449.3333333,11,1.16,40,4,3,4,287.996,0.186843214,30.79296875,1.06,0,13.46,5,-1
-5239,1,0,SH,19,1,P,1.115,447.2083333,11,1.17,39,10.87,2,18.66,176.9966667,0.043752,69.078125,1.01,0,23.93,5,-1
-13083,0,0,SA,21,1,P,1.29,435.5,11,2,72.31666667,11,1,17,304.33,0.03066913,60.453125,2,2,0,3,1
-4883,0,1,SA,21,1,P,1.27,423.5,11,2,54.73333333,11,0,13,319.0666667,0.391217177,64.484375,1.04,0,24.24,2,-1
-11595,0,0,SD,19,2,P,1.14,404,11,2,43.295,7.615,1.35,15.32,257.945,0.02963689,51.1328125,1,2,0,3,-1
-9263,1,0,SB,18,1,R,1.22,401,11,1.2,20,1,0,3,340.0366667,0,56.9375,1,0,51.31,5,0
-8805,1,1,SO,19,1,P,1.143333333,400.75,11,2,16.32,14.54,0,20.12,178.2,0.185353346,57.1796875,1,2,0,3,-1
11879,1,500,FT,21,1.743333333,P,1.285,400,11,2,1,18,3,2,403,0.092195158,40.609375,1,2,39,3,-1
-14895,0,0,SA,21,0,P,1.2,400,11,1,0,9.37,4,1,277.416,0,58.60946289,1,1,0,3,-1
-13893,1,0,SA,19,2,P,1.01,400,11,1,0,13.40583333,1,19.26,115.87,0.023914503,51.4453125,1.08,1,0,3,4
512,1,0,SF,18,1,P,1.06,399,11,1,0,25,1,19,107.82,0.055946274,78.453125,1,0,0,3,1
6183,1,0,SC,20,1,P,1.03,398,11,1.11,26,16,1,19,184.55,0.08144061,61.7578125,1,0,26.7,5,0
-4496,1,280,SO,19,1,P,1.04,390.2727273,11,1,0,12.8,1.129416667,14.21005952,84.27722222,0.112984362,64.078125,1,1,0,3,0
1173,0,1,SL,19,1,P,1.26,389.25,11,2,45.02833333,0,0,2,358.45,0.19586674,63.859375,1,1,0,3,0
7258,0,0,SB,19,1,P,1.08,388,11,2,51,7,2,6,297.16,0,68.484375,1,2,0,3,0
-3930,0,0,SF,20,1,P,1.1,382,11,1.26,48.43,11.54,2,11.34,233.17,0.022632329,37.265625,1,0,53.83666667,5,1
3957,1,0,SF,19,1,P,1.08,377.5,11,1,15,12.71888889,0,20,48.25,0,79.890625,1.01,1,0,3,-1
-8827,1,0,SD,21,1,P,1.14,350,11,1,0,1,3,2,123,0.701474819,54.2734375,1.11,1,0,3,4
2027,0,1,SD,19,0,P,1.07,350,11,3,1,10.1,2,13.45,372,0.126381693,50.5546875,1.06,1,0,3,4
11515,1,0,SA,19,1,P,1.005,349.5,11,1.15,36,17,2,10,94.88,0.253559394,52.3203125,1,0,3.23,5,2
654,1,1,SO,18,0.46,P,1.11,322,11,1.13,0,15.455,0.6,16.11833333,67.89222222,0.133567989,67.578125,1.03,0,-5.87E-13,5,-1
-11627,0,0,SE,18,1,P,1.24,319.5,11,1,57.33,0,0.235,8,428.901,0.136730755,65.703125,1,1,0,3,0
-1954,1,1,SA,19,0,P,1.06,318.5,11,1,36,25,0,21,151.4533333,0.428553262,45.1953125,1,1,0,2,0
2723,1,1,SD,18,0,P,1.13,303.75,11,1,29.625,3,1,7,217.6966667,0.080272786,67.453125,1.06,1,0,3,-1
-10496,1,0,SK,19,1,P,1.51,300,11,3,0,11,2,29,256.89,0.071685911,87.375,1,3,0,3,-1
-11151,1,1,SF,21,4,P,1.335,300,11,3,0,22,3,65,330.5057143,0,62.171875,2,3,316,3,1
5648,0,0,SC,20,1,P,1.13,300,11,1,0,5,2,17,306.69,0.3435016,59.4140625,1,1,102,3,1
743,1,1,SG,19,0.74,P,1.13,300,11,1,23.04333333,13,1,34,111.4,0,88.25,1,0,0,3,0
11368,1,1,SA,19,1,P,1.095,300,11,1,40,0,1,39,190.49,0.142855301,57.3515625,1,1,0,3,1
-2988,0,30,SF,19,1,P,1.12,295.3333333,11,2,70,6,1,12,239.4466667,0.186554,27.16015625,1.09,1,0,3,-1
11464,0,0,SB,19,1,P,1.2,293.5,11,1.1,23,7,1,47,168.43,0.099925648,83.5625,1.05,0,6.6,5,-1
6427,1,1,SO,19,1,P,1.123333333,287.2916667,11,2,20,13.00666667,2,5,84.66222222,0.058719963,67.0625,1,1,0,3,1
6413,0,0,SO,19,1,P,1.16,283.65,11,1,46.65222222,8,1.095714286,36,167.8466667,0,78.953125,1.06,1,0,3,-1
2818,0,1,SO,19,0,P,1.16,283.3333333,11,1,45.38,14,0.76,16,161.5366667,0,81.203125,1,1,32,3,4
5373,0,0,SA,19,1,P,1,281,11,1.07,54.89,13,1,21,136.9933333,0.060194476,63.8203125,1.06,0,6.37,5,4
-6615,0,0,SA,20,1,P,1.11,274,11,1,61.8725,7.24,1.491111111,11.91383333,207.1966667,0.062166462,59.375,1.06,1,0,3,-1
8084,0,0,SB,18,1,P,1.17,252.5,11,1.02,24,6,1,26,167.9966667,0.123218688,61.4921875,1.05,0,1.2,5,-1
-14756,1,1,SD,21,3,P,1.2,250,11,1,20.63,18,2.39,8,1,0,48.25,1.03,0,108.69,5,-1
5899,0,0,SE,19,1,P,1.16,250,11,1,61.8,15,0.798733766,6,310,0.01347945,70.78125,1.03,1,0,3,-1
-12173,0,1,SO,20,1,R,1.16,250,11,1,67.91666667,9.02,0,15.52333333,248.32,0,24.1171875,1.12,1,0,3,-1
-7249,1,1,SH,19,1,P,1.145,250,11,2,23.64666667,14,0.98,18,95,0,75.8125,1,2,0,3,1
1431,1,0,SA,20,0,P,1.065,250,11,1,27.885,1,1,32,124,0.047980427,86.21875,1.04,1,0,3,-1
1345,1,0,SO,19,0,P,1.16,212.5,11,1,29,0,1,3,95.9,0.032225612,71.1875,1.02,1,0,3,-1
-9520,1,0,SA,19,1,P,1.02,208.25,11,1.02,29,11.805,0.69,15.85666667,69.865,0,64.6875,1,0,5.72,5,0
5256,0,0,SD,18,1,P,1.2,208,11,1,65.68,6,0,35,227.81,0.129866034,87.203125,1.03,1,0,3,-1
1792,0,0,SD,19,0,P,1.13,207,11,1,66.96,4,0,8,191.048,0,49.9140625,1.02,1,0,3,-1
8112,0,1,SA,19,1,P,1.18,205,11,1,73.225,1,1,5,191,0.31487175,24.51953125,1.15,1,0,3,-1
-13062,1,0,SM,29,4,P,1.5,200,11,3,0,15.23,4,23.14,216,0.160385842,70.984375,1,3,1510,3,3
4716,0,0,SO,19,1,P,1.333333333,200,11,1,0,13.77666667,1,30,121.7726667,0,79.140625,2,1,0,3,0
4074,0,0,SA,18,1,P,1.23,200,11,1,94.34,7.21,0,1,91,0.112072265,41.65625,2,1,0,3,0
-3040,1,80,SF,19,0,P,1.2,200,11,4,19.705,3,1.45,22,241.83,0.060467993,68.875,1,2,0,3,3
-249,0,0,SF,21,1,P,1.17,200,11,3,46,8,4,4,475.44,0.424288213,43.96875,1,2,0,1,4
10340,0,0,SE,18,1,P,1.16,195,11,1,42.22,7,0,8,224.8226667,0.20570146,71.5625,1,1,4,3,2
2136,1,0,SD,19,0,P,1.12,186.7083333,11,1,26,25,0,11,90.17222222,0.105373182,46.1015625,1.01,1,0,3,-1
-4119,0,0,SA,19,1,P,1.17,181.5,11,1,210,7,0,41,202.8966667,0.215173403,50.390625,1,1,0,3,2
11958,1,0,SA,19,1,P,1.09,179.5,11,1,29.27644444,2,1,14,50.38,0,74.78125,1.01,1,0,3,-1
2850,1,0,SK,18,0,P,1.135,178.5,11,1,33.90666667,10,0,19,52.25,0.073031003,73.6875,1.01,1,0,3,-1
7571,1,0,SA,19,1,P,1.065,169.875,11,1,34,8.886666667,0.44,12.84666667,82.76,0.165098245,40.015625,1,1,0,3,0
4704,0,0,SO,18,1,P,1.13,154,11,1,51.5,8.0175,0.08,13.36333333,131.7366667,0.059941464,52.3046875,1.01,1,0,3,-1
5440,0,0,SO,20,2,P,1.38,150,11,1.3,82.04333333,13,2,53,29,0,84.21875,1.22,0,176.74,5,4
-14296,1,0,SA,18,0,P,1.115,150,11,1,40,3,0,29,62,0.153938573,83.15625,1,1,0,3,0
11252,1,400,SA,19,0.56,P,1.075,150,11,1.19,41.73833333,13,1,24,114.68,0.154545886,82.125,1.04,0,2.64,5,4
-1570,0,0,SA,19,0,R,1.32,100,11,3,0,8.19,1.39,11.34875,346.67,0.162058734,42.9140625,1,2,163,2,1
-8760,1,1,SO,19,1,P,1.285,100,11,1,0,5,0,26,56,0,82.046875,1,1,1,3,0
8198,0,1,SH,25,1,P,1.22,100,11,2,74.81,12.07,5,4,459.07,0.092673106,46.953125,1,1,118,3,1
-9142,0,1,SO,21,1,P,1.11,100,11,2,60.73,5.248461538,1,4,312.52,0.320983594,29.37109375,1.14,1,0,3,4
-11363,1,0,SO,19,1,P,1.09,100,11,1,29,10,0,13,83.12,0.30418157,68.4375,1,1,0,3,0
-6236,0,0,SL,21,2,P,1.96,50,11,3,266.4925,7,5,15,401.5,0.615094785,65.78125,3,1,651,3,0
-514,0,1,SB,19,0,P,1.72,50,11,3,217.49,16,1,46,322.54,0.054081185,78.640625,1,2,0,3,2
6827,0,0,SO,20,1,P,1.3,50,11,1,41,3,2.001111111,33,270.97,0,89.59375,1,1,52,3,-1
4970,0,1,SO,19,1,P,1.23,50,11,2,41,5,1,19,272.3066667,0.175150559,39.140625,1,2,36,3,0
-2934,1,0,SO,18,0,P,1.155,50,11,1,30.19333333,11.51,0.280508475,19.928,86.38,0.164710664,76.5,1,1,0,3,1
6897,0,0,SE,18,1,P,1.14,50,11,1,68.24,2,1,7,211.7266667,0.158573071,39.2109375,1.05,1,0,3,-1
-10782,1,1,SO,18,1,R,1.125,312.375,11.015,1.07,31.805,13.9,0,20.05,125.8266667,0.089782878,68.859375,1,0,10.81,5,2
7996,1,0,SL,18,1,P,1.085,286.5,11.03,1.12,30.425,10,0,12,87.63,0,90.4375,1,0,22.13,5,0
6077,1,0,SD,19,0,P,1.11,550.6666667,11.04,1.25,10.08,15.69166667,1.29,15,143.29,0.044761426,68.9375,1,0,0.77,5,-1
13972,1,0,SO,18,0.41,P,1.09,631,11.04857143,1.38,10.62333333,7,2,31,166.812,0.074301411,56.6015625,1,0,2.64,5,0
-6110,1,1,SC,18,1,P,1.2,476.9,11.055,1.16,13.695,11,0.63,6,89.36,0.130631155,82.9375,1.01,0,1.48,5,-1
9549,0,0,SC,19,1,P,1.13,254.0833333,11.055,1.04,79.11,10,0.93,26,190.42,0.036464669,63.53125,1.02,0,0.04,5,-1
-2007,1,0,SF,18,0,P,1.05,504.2,11.059,1.2,6.61,24,1,4,176.915,0.030035988,60.4765625,1,0,0.02,5,0
3016,1,0,SO,19,0,P,1.1,187.5,11.06128571,1.09,28.19,12.86333333,0.697083333,14.65666667,78.8925,0.139891703,29.203125,1.01,0,2.69,5,-1
5101,1,0,SO,16,0.5,P,1.1,251.5,11.07,1.04,44.36,19,0.22,8,162.9833333,0.074566922,28.73828125,1.04,0,14.4475,5,3
12401,1,120,SO,18,0.6,P,1.13,201.9,11.0725,1.03,28.82833333,10,1,30,64.11,0,66.453125,1,0,7.58,5,-1
4500,1,1,SF,18,1,P,1.11,667.5,11.07666667,1.24,7.54,19,0,47,182.385,0.203465575,58.6171875,1,0,11.05,5,0
-8057,1,1,SO,19,1,P,1.15,226.25,11.08,1.05,21.28,16.246,0.9725,15.69571429,41.54,0,83.46875,1,0,3.54,5,-1
8449,1,0,SO,18,1,P,1.09,175.5,11.082,1,27.65,11.55,0,12.94,67.49,0.060179477,38.7109375,1,0,4.47,5,-1
-11588,1,600,SO,19,0.87,P,1.14,496,11.08733333,1.18,9.133333333,17,0,20,119.025,0.030455377,81.28125,1.01,0,0.46,5,-1
4213,0,0,SO,18,1,P,1.12,230,11.09,1.04,76.84,8.02,0.53,3,227.6866667,0.105719064,24.4765625,1.17,0,4.91,5,-1
1914,1,1,SO,18,0,P,1.06,468.25,11.1,1.26,4.413333333,7,1,7,112.09,0.0637212,65.21875,1,0,1.89,5,0
-14084,1,1,SF,18,1,P,1.09,431.5,11.11,1.13,6.393333333,15.1,1,2,118.7233333,0.06477012,36.796875,1.03,0,2.82,5,-1
6838,1,100,SO,19,1,P,1.11,232.75,11.11,1.07,23.37,22,0,14,44.65833333,0,78.3125,1,0,6.14,5,-1
-3524,1,0,SH,18,0,P,1.08,545,11.114,1.243333333,10.08,24,1,3,120.775,0.050257231,76.4375,1,0,8.01,5,0
2874,1,1,SC,18,0,P,1.08,570,11.11875,1.2,8.265,25,0,9,91.17,0,80.734375,1,0,8.15,5,0
4750,1,0,SC,18,1,P,1.06,287.5833333,11.1275,1.05,25.55,13,0,15,45.23,0,85.453125,1,0,9.8,5,0
4821,1,0,SO,18,0,P,1.233137255,742.5,11.13,1.355,8.83,8,0,47,181.492,0.132870005,78.3125,1,0,0.23,5,0
1814,0,0,SO,17,0,P,1.08,205.75,11.135,1.04,56.84,15,0.15,16,164.8033333,0.178736037,66.5625,1,0,7.17,5,2
-421,1,0,SF,20,1,P,1.08,416.1428571,11.15,1.07,6.61,11.20625,1.62,6,106.46,0,61.78125,1.01,0,9.6,5,-1
-7562,1,0,SH,18,0,P,1.29,862.5,11.16,1.368333333,7.82,8,1,24,169.632,0.055276506,74.3125,1,0,1.86,5,0
1245,1,0,SH,19,0,P,1.14,652.1666667,11.17,1.376666667,10.25,26,1,15,126.872,0,73.09375,1,0,14.79333333,5,1
-3342,1,0,SO,18,0.32,P,1.09,181,11.182,1.02,27.31666667,12.22,0.2,13.255,74.8425,0.049372724,40.78125,1,0,4.15,5,-1
6583,1,1,SM,18,1,P,1.1,558,11.19,1.205,10.64,17,0,40,104.73,0.093587877,70.296875,1.01,0,4.07,5,-1
11805,1,1,SO,18,0.61,P,1.12,195.25,11.2,1.03,23.21,14.53833333,0.38,13,65.365,0,43.3046875,1,0,11.66,5,-1
8278,1,0,SH,18,1,P,1.05,631,11.20666667,1.17,6.95,10,0,41,136.48,0,44.921875,1,0,9.45,5,1
3089,1,0,SO,18,0,P,1.1,196.25,11.214,1.02,25.125,10.63166667,0.2,16.03822917,73.12,0,65.078125,1,0,7.58,5,-1
4268,1,1,SO,19,0.82,P,1.1,241.25,11.22333333,1.03,25.19666667,21,1,19,67.87,0,61.0703125,1,0,3.5,5,-1
-10596,1,0,SC,18,1,P,1.07,598.5,11.22857143,1.18,8.675,18,0.13,36,109.43,0,80.671875,1,0,8.92,5,0
7026,1,0,SH,18,1,P,1.03,531.1428571,11.23,1.0625,8.53,18,0,9,62.645,0,75.328125,1,0,8.7,5,0
-11734,1,0,SO,18,0.633333333,P,1.04,426,11.23,1.09,5.913333333,13.686,0.17,3,125.235,0.01430233,55.421875,1,0,3.52,5,0
7136,1,0,SH,18,1,P,1.03,651.5,11.2339881,1.11,10.88,21,0,30,113.575,0,75.671875,1,0,8.7,5,0
-3553,1,0,SH,18,0,P,1.09,728,11.23875,1.33,9.29,22,0,35,159.262,0,70.875,1,0,7.58,5,0
-3149,1,1,SM,18,0,P,1.09,579,11.24057143,1.14,11.4,12.78,0.79,24.94,131.16,0.038586832,51.671875,1.03,0,17.62,5,-1
5096,1,0,SK,18,0,P,1.095,228,11.2425,1.03,34.55333333,6,0,18,131.89,0.120626099,76.984375,1,0,2.49,5,2
-8636,1,0,SM,18,1,P,1.09,241.5,11.2475,1,27.89,12,0.43,13,61.62,0.004481925,77.65625,1,0,9.06,5,-1
13610,1,0,SO,18,0.295,P,1.13,583,11.25,1.25,11.73,18,0.825,67,130.25,0.006843958,80.109375,1,0,7.58,5,-1
-7227,1,0,SB,18,0,P,1.01,470,11.26,1.23,7.3,8.68,0.42,2,136.016,0,54.59375,1,0,7.58,5,0
7474,1,0,SO,18,1,P,1.09,189,11.2625,1,23.995,6,0.2,27,59.665,0,55.3359375,1,0,7.58,5,-1
-13495,1,0,SK,18,0,P,1.08,535.5,11.2925,1.22,8.02,20,0,7,139.96,0.037910905,42.8203125,1,0,6.83,5,1
8426,0,1,SF,19,1,P,1.13,247,11.32,1.15,56.07,8.154,0.885,13.43,230.9066667,0.112064997,49.421875,1.07,0,0.41,5,-1
7064,1,0,SH,18,1,P,1.18,703.5,11.32666667,1.05,13.15,15.39,0.21,32,139,0.125040186,50.6484375,1,0,1.12,5,-1
-5132,1,0,SF,18,0,P,1.09,460.2,11.33166667,1.03,8,21,0.62,19,115.5633333,0.118865279,56.8515625,1.01,0,-6.19E-13,5,-1
2203,1,0,SB,18,1,P,1.14,188.5,11.33333333,1.02,28.49,13,0,19,107.76,0.273613222,55.2734375,1,0,1.12,5,-1
11991,1,0,SO,18,0.71,P,1.1,451.5333333,11.345,1.06,6.643333333,27,0,13,107.4633333,0.029755174,49.84375,1.01,0,0.46,5,-1
9416,1,0,SH,18,1,P,1.1,555.5,11.36,1.11,7.68,2,0,13,131.4066667,0.003323941,53.671875,1,0,9.87,5,1
9338,1,0,SH,19,1,P,1.11,621.1666667,11.364,1.08,7.94,16.12666667,1,17.44,120.1372222,0.145371818,63.515625,1.01,0,0.02,5,-1
-4164,1,0,SO,18,1,P,1.11,164.75,11.36833333,1.02,26.22,9.858333333,0.05,13.31666667,44.59,0.00151208,74.4375,1,0,9.23,5,-1
10210,0,0,SO,19,1,P,1.11,241.5,11.37,1.09,72.26,6.16,1,9.12,216.3966667,0.059104139,32.359375,2,0,17.1475,5,1
-398,1,40,SO,19,0.55,P,1.14,500,11.375,1.1,9.945,6,0,20,128.16,0.303056599,46.375,1.04,0,-5.91E-13,5,-1
-11415,0,120,SO,18,0.736666667,P,1.12,248.5,11.38,1.06,57.16,5.675,0.4,3,205.1191667,0.112906476,57.953125,2,0,4.55,5,0
-9460,1,1,SO,18,1,P,1.1,200,11.38,1.03,26.81,20,1,2,87.61,0.045224953,61.421875,1.01,0,7.52,5,-1
2340,1,0,SC,18,0,P,1.09,357,11.39,1.06,13.395,1,0.64,4,94.1,0,58.67818359,1.02,0,8.15,5,-1
10578,1,1,SA,18,1,P,1.1,514.1428571,11.3925,1.05,7.753333333,14.29,0,18.815,86.03,0.038874934,79.640625,1.02,0,1.12,5,-1
14849,1,0,SO,18,0.613333333,P,1.09,173.25,11.39333333,1.03,26.91333333,11,0,11,41.99,0.06120165,76.78125,1.01,0,2.35,5,-1
-3369,1,0,SA,18,0,P,1.02,217,11.4,1.08,27.47,5,1,47,62.06,0,74.265625,1,0,19.53,5,0
289,1,1,SO,19,2,R,1.15,475.5,11.40666667,1.08,12.37,13.42166667,1.36,15.07666667,166.355,0.120750077,67.140625,1,0,27.09,5,-1
-5315,1,0,SD,18,1,P,1.12,549,11.41,1.07,12.405,14.99,1.023333333,19.59,91.51,0.0690716,73.859375,1,0,17.44,5,-1
14088,1,1,SH,18,0.54,P,1.15,556.5,11.41666667,1.06,12.09,24,0,14,127.84,0.154941159,58.8828125,1,0,0.36,5,-1
4037,1,0,SB,18,1,P,1.08,313.5,11.42,1.08,30.35,1,0.44,12.53333333,120.77,0,31.7421875,1.02,0,14.4375,5,3
230,1,2,SO,19,0.73,P,1.04,209.9,11.42,1.05,28.68,9.53,0.37,10.62,95.2,0.106743986,52.3515625,1,0,4.67,5,0
7805,1,0,SO,19,1,P,1.08,186.6666667,11.422,1.06,25.45,14.41,0.73,15.03,82.25222222,0.058644458,40.75,1,0,0.02,5,-1
13668,1,100,SO,18,0.67,P,1.1,286.5,11.43,1.03,22.102,9,1,7,66.18,0.02959361,71.21875,1.01,0,-6.30E-13,5,-1
7432,0,0,SL,18,1,P,1.06,337.4583333,11.44,1.05,31.72333333,11.2,0.34,18.54,156.0166667,0.098497617,60.1171875,1.03,0,11.402,5,3
-4421,1,0,SO,18,1,P,1.08,163.5,11.44,1.04,24.07,18,0,12,43.66,0.050946049,74.21875,1,0,2.19,5,-1
4291,1,0,SA,19,0,P,1.03,246.4,11.46428571,1.06,23.00666667,7,1,19,55.29,0.042614248,69.390625,1,0,1.41,5,1
12070,0,1,SB,18,1,P,1.06,214.5,11.47,1.04,65.17,8.22,0.23,10.8625,175.8266667,0.069510884,40.6640625,1,0,9.24,5,2
2176,1,0,SO,18,0,P,1.1,213.875,11.47333333,1.05,29.05,21,0,11,37.15,0,75.96875,1,0,11.37,5,-1
5167,1,0,SM,18,1,P,1.09,599.5,11.475,1.07,12.49,16,2,9,68.63,0,55.75,1,0,14.85,5,-1
-3790,1,1,SC,18,0,P,1.15,542.5,11.49,1.06,11.855,20,0,10,39.5,0,73.359375,1.01,0,8.01,5,-1
5760,1,0,SO,19,1,P,1.02,448.0833333,11.49,1.13,4.023333333,21,2,10,95.35,0.085670576,65.640625,1,0,3.17,5,0
-14716,1,260,SC,19,0.79,P,1.13,478.75,11.51,1.2,7.96,15.345,0.93,13.11,105.8633333,0,59.13542969,1.01,0,4.55,5,-1
-2606,0,0,SO,18,0,P,1.12,184.5,11.52,1.05,54.4325,8.45,1,9.45,189.91,0.444036519,43.2265625,1.04,0,8.98,5,-1
2540,0,1,SB,19,0,P,1.11,285,11.5225,1.17,45.61,13.15142857,0,24.32625,169.445,0,45.3671875,1,0,12.79,5,1
7672,1,0,SO,19,1,P,1.08,226.5,11.53,1.12,23.23,9,0,21,80.07,0,38.2421875,1,0,12.36,5,-1
-234,1,0,SC,19,1,P,1.05,447.85,11.54333333,1.1,8.64,7,1,5,115.51,0.123960845,63.9453125,1,0,1.9,5,0
1726,0,1,SB,18,0,P,1.05,293.5,11.544,1.09,46.39,11.17642857,0.26,20.48,177.1966667,0.017356345,77.21875,1,0,14.66,5,2
14319,1,0,SO,18,0.798947368,P,1.09,183.5,11.54616667,1.02,27.79,11.965,0.23,12.01833333,94.08,0.081082429,36.078125,1,0,4.47,5,-1
-14809,0,300,SO,22,1.15,R,1.89,348,11.56,1.22,129.22,6.01,1.7,8.28,337.27,0.063696289,39.43320801,3,0,142.1766667,5,0
4045,1,1,SC,18,1,P,1.12,302.5,11.57,1.02,28.2225,19,0,10,72.46,0.074383397,73.109375,1.01,0,4.17,5,-1
3351,1,0,SO,18,0,P,1.13,185.5,11.60333333,1.02,24.62,2,0,15,29.51,0,71.94257403,1,0,9.75,5,-1
-3439,1,0,SF,18,0,P,1.13,550.1428571,11.605,1.083333333,12,9,0.49,25,170.3,0.374155218,56.8046875,1,0,8.63,5,0
-4855,1,100,SF,19,0.63,P,1.1,426,11.615,1.16,11.45,15.66,1.372857143,11.08514286,83.32,0.085603448,34.140625,1.02,0,2.2,5,-1
9946,1,300,SC,18,0.96,R,1.13,590,11.61857143,1.11,8.805,14.58,0.26,18.07,116.9666667,0.047735157,71.71875,1,0,9.93,5,0
-7430,1,0,SH,18,1,P,1.14,572.1428571,11.625,1.06,11.44,14,0,7,107.725,0.341037888,77,1,0,1.49,5,-1
-5441,1,0,SC,18,0,P,1.11,197,11.63916667,1.03,24.405,13.63916667,0.38,14.8145614,73.6725,0.107558403,52.84375,1.01,0,0.52,5,-1
1895,1,0,SA,18,0,P,1.04,489.5,11.64,1.28,7.617619048,5,2,17,122.04,0,49.2578125,1,0,8.67,5,0
-8813,1,0,SO,18,1,P,1.08,192,11.64,1.11,25.21,19,0,13,70.02,0.066827514,43.8828125,1,0,9.17,5,-1
8530,1,0,SF,19,1,P,1.13,633.5,11.645,1.32,10.08333333,10,2,8,183.96,0.350193441,66.921875,1,0,13.37,5,0
-9582,1,1,SC,18,1,P,1.04,473.5,11.64875,1.18,8.45,25,0,12,132.97,0.156996243,36.09375,1,0,4.43,5,0
-14187,1,0,SO,21,0,R,1.15,632.7,11.65,1.17,10.56,11.27333333,1.07,21.17,278.742,0.034053015,63.640625,1.03,0,9.43,5,-1
6146,1,0,SH,18,1,P,1.11,509.5,11.65,1.1,4.76,10,0,5,136.7316667,0,68.9375,1,0,9.25,5,0
-2716,1,2,SH,18,0,P,1.09,614.9166667,11.66,1.231666667,7.81,13,0,14,148.17,0.026730555,71.09375,1,0,-2.11E-13,5,1
3868,1,0,SO,18,0,P,1.13,222.5,11.66,1.17,24.745,7,0,8,75.46,0,38.078125,1.01,0,17.72,5,-1
2892,0,0,SA,18,0,P,1.16,192.5,11.665,1.15,85.305,3,0,5,193.3175,0.378573185,36.546875,1,0,38.03,5,1
6204,1,0,SO,18,1,P,1.05,495.2,11.66875,1.18,5.073333333,27,0,8,118.455,0.0230329,72.703125,1,0,0.07,5,0
4231,1,0,SO,18,1,P,1.11,190.5,11.6725,1.05,26.29,19,0.09,12,79.28,0.111732946,54.8828125,1,0,9.94,5,-1
-8706,0,0,SA,18,0,P,1.03,201,11.69,1.17,60.61,10,0,12,151.16,0.142436465,25.16015625,1.04,0,18.8675,5,3
1457,1,0,SC,18,0,P,1.1,437.8928571,11.695,1.01,9.42,14,0.713333333,7,59.46333333,0,54.375,1.01,0,8,5,-1
1436,1,0,SA,19,0,P,1.09,767,11.7,1.36,5.995,18,1,41,165.952,0.176566083,81.296875,1,0,0.45,5,0
-3325,1,0,SO,18,0,P,1.01,254,11.70041667,1.03,27.025,22,0,8,66.58333333,0,76.328125,1,0,10.3,5,1
14299,1,100,SO,18,0.86,P,1.16,438.3333333,11.705,1.05,7.893333333,27,0.4,11,119.96,0,44.296875,1,0,8.7,5,-1
3618,1,0,SO,18,0,P,1.1,434.5,11.70666667,1.102,6.05,6,2,9,105.24,0.268207518,55.15625,1.02,0,-5.87E-13,5,-1
1078,1,0,SO,18,0.6,P,1.1,197.5,11.71,1,26.22,13.72833333,0.39,12.40684211,82.64,0.001643029,26.8359375,1,0,11.66,5,-1
5495,1,0,SO,18,1,P,1.11,453.0333333,11.715,1.05,6.48,27,0,9,96.87555556,0.069738186,59.21875,1.02,0,-6.16E-13,5,-1
-8845,1,0,SO,17,2,P,1.135,305,11.725,1.07,36.85,21,0.59,52,195.46,0.118807944,75.5,1.02,0,29.14,5,-1
5504,1,0,SO,18,1,P,1.05,232,11.725,1.01,26.755,3,0,20,67.48,0,49.875,1,0,16.06,5,0
-7758,1,0,SO,18,0,P,1.26,817,11.73,1.418333333,11.63,18,0,74,190.122,0,74.46875,1,0,9.44,5,0
8927,1,0,SO,19,1,P,1.04,389,11.73,1.17,4.743333333,12,2,5,114.9,0.036006858,73.484375,1,0,4.08,5,0
