"","Year","Month","Day","wday","disp_income","occ_code","cust_age","time_emp","res_indicator","I_01","I_02","D_02","I_03","I_04","I_05","I_06","D_01","ER_01","ER_02","P_01","S_01","S_02","CA_01","CA_02","CA_03","na_prop","id","app_id","GOOD"
"1830","2005","08","25","Thursday",0,"SO",19,0,"P",1,486.5,93.49,1,1,16,0,0,8,1.27,73.578125,1.05,2.5,"3",0,1,0.166666666666667,2,2732,"1"
"1831","2005","08","25","Thursday",0,"SK",18,0,"P",1.03,568,314.82,22.9783333333333,1.05,6,0.197150458,25.36,4,0,53.4140625,1.03,2.31,"5",0.0399999999992733,0,0.3,2,2652,"1"
"1832","2005","08","25","Thursday",0,"SA",22,0,"P",1.09,1045.25,415.81,9,1,5,0.246388873,17.9,3,4,76.59375,1.02,2.84,"3",0,1,0.2,1,-2642,"0"
"1833","2005","08","25","Thursday",0,"SA",19,0,"P",1.03,503.5,188.35,15,1,5,0.199834412,0,12,2,63.015625,1.04,2.85,"3",0,1,0.166666666666667,1,-2648,"0"
"1834","2005","08","25","Thursday",0,"SO",18,0,"P",1.03,228.5,81.64,20,1,4,0,27.47,10,0,60.34375,1.02,2.19,"3",0,1,0.2,2,2796,"1"
"1835","2005","08","25","Thursday",0,"SB",18,0,"P",1.18,560,387.68,21.1033333333333,1.03,3,0,35.66,9.652,0.299999999999999,66.796875,1.02,2.26,"5",0.299999999999325,0,0.366666666666667,1,-2761,"0"
"1836","2005","08","25","Thursday",0,"SC",18,0,"P",2,150,142.65,1,1,4,0.196761611,0,11,0.349999999999999,56.8125,1,1,"3",0,1,0.0666666666666667,2,2772,"1"
"1837","2005","08","25","Thursday",0,"SC",18,0,"P",1.11,684.666666666667,396.58,28.57,1.03,33,0.089699921,65.45,20,0,52.921875,1.1,2.23333333333333,"5",17.6699999999993,0,0.3,2,2824,"1"
"1838","2005","08","25","Thursday",0,"SK",18,0,"P",1.18,961.5,417.22,25.94,1.05,29,0.16168759,31.82,12,0,72.359375,1.01,1.86,"5",5.78999999999932,0,0.3,1,-2869,"0"
"1839","2005","08","25","Thursday",0,"SO",18,0,"P",1.05,541,422.06,32,1,61,0.026784087,20.02,3,0,79.15625,1.01,2.08,"3",0,1,0.2,2,2726,"1"
"1840","2005","08","25","Thursday",1,"SF",18,0,"P",1.32,518,185.35,26,2,26,0.043042975,27.73,18,0,89.703125,1,0.816666666666667,"3",0,1,0.166666666666667,2,2640,"1"
"1841","2005","08","25","Thursday",0,"SO",18,0,"P",1.34,460,185.47,19,2,3,0,18.23,3,0,24.3671875,1,0.956666666666667,"3",0,1,0.166666666666667,2,2677,"1"
"1842","2005","08","25","Thursday",0,"SL",24,0,"P",1.2,2010,1070.23,28,1,3,0.389840222,0,25,6,42.8125,1,0,"5",528.73,0,0.133333333333333,1,-2855,"0"
"1843","2005","08","25","Thursday",1,"SN",22,0,"P",2,500,0,5,2,18,0,43.79,2,1,49.1484375,1,1.46,"3",0,1,0.0666666666666667,1,-2748,"0"
"1844","2005","08","25","Thursday",0,"SC",18,0,"P",1.46,616.5,492.35,28.06,1.13,5,0,180.31,14,0.229999999999999,60.453125,1.34,1.45,"5",12.7299999999994,0,0.333333333333333,2,2638,"1"
"1845","2005","08","25","Thursday",0,"SB",19,0,"P",1.15,667.25,180.95,12,2,30,0,11.94,10,1,85.421875,1,2.16,"3",25,2,0.166666666666667,2,2827,"1"
"1846","2005","08","25","Thursday",1200,"SC",23,0,"P",1.14,1039,540.31,17,2,3,0.333041623,27.69,15,2,62.96875,1.09,3,"3",0,1,0.166666666666667,1,-2820,"0"
"1847","2005","08","25","Thursday",0,"SC",19,0,"P",1.16,728.5,526.82,32,2,2,0.063840657,29.44,8.54,3,59.609375,1,1.63333333333333,"3",0,1,0.2,1,-2872,"0"
"1848","2005","08","25","Thursday",0,"SL",19,0,"P",1.76,694,728.57,17.18,1.47,3,0.38089399,153.83,6.61,1.17,53.1171875,2,1,"5",57.1,0,0.3,1,-2647,"0"
"1849","2005","08","25","Thursday",0,"SO",19,0,"P",1,550,143.97,1,1,2,0.547957424,0,5,2,59.234375,1.1,2.49,"3",0,1,0.133333333333333,2,2767,"1"
"1850","2005","08","25","Thursday",0,"SO",19,0,"P",1.17,309.5,278.72,50,1,19,0.212433817,33.71,5,0,70.921875,0.999999999999999,1.93,"3",0,1,0.2,1,-2763,"0"
"1851","2005","08","25","Thursday",100,"SD",18,0,"P",1.11,531,142.21,25,1,18,0.015336311,15.23,26,0,77.15625,0.999999999999999,1.94,"3",0,1,0.2,2,2762,"1"
"1852","2005","08","25","Thursday",1,"SO",19,0,"P",1.02,252,157.84,55,1,15,0.015116177,28.31,14,1,61.234375,1.01,2.41,"3",0,1,0.2,2,2745,"1"
"1853","2005","08","25","Thursday",0,"SC",18,0,"P",1,250,45.15,4,1,16,0,20.59,15,0,67.6875,1.05,2.13,"3",0,1,0.133333333333333,2,2649,"1"
"1854","2005","08","25","Thursday",0,"SC",18,0,"P",1.2,775.5,574.9,29.21,1.06,7,0.043314847,64.17,24,0,65.296875,1.16,2.01,"5",4.59999999999937,0,0.3,1,-2854,"0"
"1855","2005","08","25","Thursday",1,"SK",18,0,"P",1.11,875,326.82,22.14,1.05,1,0.029394445,30.86,9.45,1,68.390625,1.02,2.39,"5",18.9399999999993,0,0.333333333333333,2,2658,"1"
"1856","2005","08","25","Thursday",0,"SM",18,0,"P",1.69,1037,531.77,29.56,1.34,8,0.051874309,218.74,27,0,87.625,1.32,1.53,"5",10.2899999999995,0,0.3,2,2823,"1"
"1857","2005","08","25","Thursday",0,"SC",18,0,"P",1.07,802,276.1,21.11,1.01,5,0.035104563,28.54,5,1,73.6875,1.02,2.18,"5",4.17999999999935,0,0.3,2,2693,"1"
"1858","2005","08","25","Thursday",1,"SB",18,0,"P",1.29,554,202.86,38,2,29,0.060926254,34.22,9,0,79.734375,1,0.846666666666667,"3",0,1,0.166666666666667,2,2783,"1"
"1859","2005","08","25","Thursday",0,"SE",18,0,"P",1.13,449.5,349.15,16,1.04,1,0.387488954,0,2,0,52.5546875,1.05,2.21333333333333,"5",6.3199999999993,0,0.233333333333333,1,-2863,"0"
"1860","2005","08","25","Thursday",0,"SF",28,0,"R",1,250,248,2,4,15.53,0.192194343,0,9.51,2.81,65.953125,1,1.26,"3",0,1,0.133333333333333,1,-2859,"0"
"1861","2005","08","25","Thursday",0,"SC",18,0,"P",1.08,689,416.31,29.83,1.03,17,0.089828236,64.85,14.03,0.169999999999999,73.59375,1.08,2.2,"5",18.3199999999993,0,0.4,2,2688,"1"
"1862","2005","08","25","Thursday",2,"SH",18,0,"P",1.28,550.5,195.64,13.735,1.39,14,0.026730555,14.55,13,0,71.09375,1,1,"5",10.3399999999999,0,0.233333333333333,1,-2716,"0"
"1863","2005","08","25","Thursday",0,"FT",18,0,"P",1.11,592,323.87,22,1,14,0,26.81,2,0,54.859375,1.04,2.11,"3",0,1,0.2,1,-2632,"0"
"1864","2005","08","25","Thursday",0,"SA",18,0,"P",1,257,73.92,1,1,15,0,26.59,14,0,73.046875,1.06,2.25,"3",0,1,0.166666666666667,1,-2737,"0"
"1865","2005","08","25","Thursday",0,"SF",18,0,"P",1.16,475,317.68,28,2,10,0.006378997,25.85,8,1,78.3125,1,1.04666666666667,"3",0,1,0.166666666666667,1,-2715,"0"
"1866","2005","08","25","Thursday",0,"SE",19,0,"P",1.04,597,278.26,33,1,11,0.137593609,23.31,21,0,84.625,1.03,2.08,"3",0,1,0.2,2,2739,"1"
"1867","2005","08","25","Thursday",1,"SF",19,0,"P",1.24,408.5,301.26,21.01,1.41,38,0,41.6275,9,1,80.09375,1,0,"5",27.63,0,0.233333333333333,1,-2684,"0"
"1868","2005","08","25","Thursday",340,"SE",16,0.109999999999998,"P",1.08,496,279.15,24.84,1.06,19.83,0,32.04,23,0.309999999999999,57.71875,1.02,2.25,"5",0.709999999999311,0,0.4,2,2695,"1"
"1869","2005","08","25","Thursday",1,"SO",21,3,"R",1,608.5,308.85,2,2,2,0.480212668,26,7.05,2.05,38.9765625,1,1.39,"3",0,1,0.166666666666667,1,-2712,"0"
"1870","2005","08","25","Thursday",0,"SC",24,0,"P",1,806.5,346.7,5,3,10.12,0.252936158,36,9,2.57,39.75,1,2,"3",0,1,0.133333333333333,2,2650,"1"
"1871","2005","08","25","Thursday",0,"SO",24,0,"H",1.2,100,978.79,21,2,16.41,0,1,8.45,3,58.96875,1,1,"3",57,2,0.133333333333333,1,-2861,"0"
"1872","2005","08","25","Thursday",0,"SO",18,0,"P",1,300,0,5,1,2,0.059042333,21.34,21,0,51.9453125,1.05,2.27,"3",0,1,0.1,2,2701,"1"
"1873","2005","08","25","Thursday",0,"SN",27,0,"R",1.42,937,748.01,10,1,15.28,0,255,9.62,1.67,67.078125,1.21,1.99,"3",0,1,0.266666666666667,1,-2825,"0"
"1874","2005","08","25","Thursday",0,"SC",18,0,"P",1,262.666666666667,50.66,4,1,18.74,0.132975555,22.04,13.445,0,54.609375,1.07,2.19,"3",0,1,0.233333333333333,2,2787,"1"
"1875","2005","08","25","Thursday",0,"SM",21,0,"R",1.12,831.5,538.62,21.33,1.48,9.62,0.220011879,29.75,5.94,1.67,56.1875,1,0,"5",101.26,0,0.366666666666667,1,-2766,"0"
"1876","2005","08","25","Thursday",0,"SO",16,0.0199999999999975,"P",1.06,453,324.78,24.65,1.03,12,0,36.69,9,0.49,70.046875,0.999999999999999,2.25,"5",-7.33280103304423e-13,0,0.366666666666667,2,2679,"1"
"1877","2005","08","25","Thursday",0,"SF",18,0,"P",1.03,440,227.93,17.565,1.09,20.12,0.047929447,25.89,12.12,0,69.828125,1.01,2.14,"5",0.739999999999263,0,0.366666666666667,2,2697,"1"
"1878","2005","08","25","Thursday",0,"SA",20,2,"P",1.22,794,363.58,19.13,1.51,81,0.179587476,33.09,19,2,58.859375,1,1,"5",154.1,0,0.233333333333333,2,2741,"0"
"1879","2005","08","25","Thursday",1,"SO",19,0,"P",1,486,142.47,2,1,33,0.525234286,0,13,1,43.0234375,1.145,2.68,"3",0,1,0.133333333333333,2,2777,"0"
"1880","2005","08","25","Thursday",0,"SF",18,0,"P",1.26,491,277.28,64,1,21,0.042836707,29.19,14,0,84.734375,1,0.906666666666667,"3",65,1,0.166666666666667,2,2782,"0"
"1881","2005","08","25","Thursday",0,"SO",21,0,"P",1.14,1380,441.71,6,3,20,0.202396956,19,26,4,41.6015625,1,3,"2",19,2,0.1,2,2828,"0"
"1882","2005","08","25","Thursday",0,"SO",18,0,"P",1.11,306,172.44,21,1,17,0.020588406,25.86,6,0,51.515625,0.999999999999999,1.7,"3",0,1,0.2,2,2717,"0"
"1883","2005","08","25","Thursday",0,"SB",19,0,"P",1.14,624.5,386.79,19.43,1.09,10,0,37.45,0,0,47.8203125,1.02,2.46,"5",21.0099999999993,0,0.3,2,2799,"0"
"1884","2005","08","25","Thursday",1,"SO",19,0,"P",1.07,418.25,111.3,11,1,16,0,11.02,14,1.22,81.203125,1,4,"3",32,1,0.166666666666667,2,2818,"0"
"1885","2005","08","25","Thursday",0,"SD",18,0,"P",1.07,384.5,160.5,7,1,17,0.214428782,0,12,0.7525,44.46875,1.06,3,"3",0,1,0.166666666666667,2,2784,"0"
"1886","2005","08","25","Thursday",0,"SL",18,0,"P",1.07,269,197.18,15.05,1.19,12,0.095200709,25.97,14,0.229999999999999,63.6328125,1,2,"5",5.8499999999999,0,0.266666666666667,2,2680,"0"
"1887","2005","08","25","Thursday",1,"SC",19,0,"P",1.1,595,326.02,19.07,1.17,7,0.290423824,33.7,3,1,45.40625,1.02,2.53,"5",1.76999999999931,0,0.3,2,2635,"0"
"1888","2005","08","25","Thursday",0,"SC",19,0,"P",2,350,373,4,1,6,0.033166548,88.86,0,0.86,35.28125,3,0,"3",1145,1,0.0666666666666667,2,2788,"0"
"1889","2005","08","25","Thursday",0,"SB",18,0,"P",1.14,559,339.74,23.51,1.03,21,0.02828782,35.06,4,0,68.125,1.02,2.2,"5",-6.80131506669568e-13,0,0.3,2,2631,"0"
"1890","2005","08","25","Thursday",0,"SL",18,0,"P",1,50,62,1,1.2,6,0.759233011,45.25,17,0,32.296875,1.1,2.17,"5",8.26999999999945,0,0.166666666666667,2,2834,"0"
"1891","2005","08","25","Thursday",240,"SC",18,0,"P",1.49,526.5,422.86,21,1,4,0.243894503,102.02,1,0.4,63.5,2,1,"3",0,1,0.166666666666667,2,2671,"0"
"1892","2005","08","25","Thursday",0,"SO",18,0,"P",1.12,518.75,591.02,24.6933333333333,1.04,4,0.006636758,38.36,13.43,0.169999999999999,77.78125,0.999999999999999,2.1,"5",1.95999999999928,0,0.4,2,2853,"0"
"1893","2005","08","25","Thursday",160,"SO",18,0.079999999999998,"P",1.14,150,142.44,7,1.26,2,0,24.67,10.66,0,71.359375,1,2,"5",30.79,0,0.233333333333333,2,2764,"0"
"1894","2005","08","25","Thursday",0,"SA",20,0,"P",1.09,368,310.52,10,1.16,1,0.424772946,46,7,1,39.625,1.02,4,"5",46.4799999999994,0,0.2,2,2740,"0"
"1895","2005","08","25","Thursday",0,"SO",20,0,"P",1.14,561,530.64,34,1,3,0,34.03,25,1,19.4453125,1.09,2.58,"3",0,1,0.2,2,2637,"0"
"1896","2005","08","25","Thursday",0,"SH",18,1,"P",1,433.5,218.69,3,1.27,2,0.442269526,1,14,0,43.1796875,1,2,"5",20.6599999999999,0,0.133333333333333,2,2654,"0"
"1897","2005","08","25","Thursday",0,"SM",18,0,"P",1.09,561.5,381.7,21.5833333333333,1.08,2,0.127645349,21.98,2,0,53.5625,1.02,2.24,"5",1.57999999999929,0,0.3,2,2816,"0"
"1898","2005","08","25","Thursday",0,"SC",18,0,"P",1.39,699.5,815.86,26.425,1.58,20,0,46.44,0,0.389999999999999,66.56002441406,1,0,"5",55.8999999999999,0,0.3,2,2665,"0"
"1899","2005","08","25","Thursday",320,"SC",24,0,"R",1.25,870,574.33,20,1,2,0.185129037,31.78,6.25,1.49,25.51171875,1,1,"3",0,1,0.2,2,2768,"0"
"1900","2005","08","25","Thursday",0,"SB",18,0,"P",1.07,476,330.51,26.09,1.01,21,0.102642497,34.96,6,0.249999999999999,70.109375,1.02,2.35,"5",-6.8098415795248e-13,0,0.333333333333333,2,2746,"1"
"1901","2005","08","25","Thursday",0,"SF",19,0,"P",1.05,496,311.78,17,1.09,13.27,0.275846615,30.44,10.65,1.27,61.5703125,1.01,2.38,"5",0.759999999999281,0,0.4,2,2791,"0"
"1902","2005","08","25","Thursday",0,"SA",19,0,"P",1.06,511,291.71,19.61,1.06,9.17,0.03565765,30.94,10.79,1.1,51.6171875,1.01,2.5,"5",0.369999999999303,0,0.4,2,2672,"0"
"1903","2005","08","25","Thursday",720,"SC",28,0,"R",1.17,1081,828.69,96,2,10.45,0.370602522,40.84,7.57,1.82,50.3046875,1,1.68,"3",251,1,0.266666666666667,2,2756,"0"
"1904","2005","08","25","Thursday",0,"SB",22,2,"P",1.1,700,363.48,7,1.62,16,0.058161798,0,3,3,68.296875,1.01,3,"5",14.4099999999996,0,0.166666666666667,2,2644,"0"
"1905","2005","08","25","Thursday",0,"SO",24,0,"R",1.73,707.5,731.125,18.22,1.62,7.8,0.257216827,160,5.3,1.52,25.04296875,2,0,"5",20.33,0,0.333333333333333,2,2698,"0"
"1906","2005","08","25","Thursday",0,"SA",20,0,"P",1.08,741,374.26,18,1,12.96,0.35949851,28.98,10.56,1.33,65.59375,1.02,2.59,"5",27.3299999999993,0,0.333333333333333,2,2699,"0"
"1907","2005","08","25","Thursday",0,"SL",19,0,"P",1,451,164.24,1,2,21.13,0.214536485,0,12.33,1,62.5390625,1,1,"3",0,1,0.133333333333333,2,2760,"0"
"1908","2005","08","25","Thursday",1,"SO",18,0,"P",1.04,334.5,140.82,23,1,19,0.204456216,16.25,11,0.359999999999999,38.8984375,1.01,2.16,"3",0,1,0.233333333333333,2,2802,"0"
"1909","2005","08","25","Thursday",0,"SN",22,0,"P",1.21,2800,1830,7,2,19,0.106518798,11,20,4,55.25,1,1.62,"3",377,2,0.0666666666666667,2,2662,"0"
"1910","2005","08","25","Thursday",0,"SD",18,0,"P",1,442,138.77,1,1.23,29,0.027873391,13.17,24,0,64.890625,1.04,2.16,"5",-6.38351593806874e-13,0,0.233333333333333,2,2805,"1"
"1911","2005","08","25","Thursday",0,"SO",19,0,"P",1,453.5,166.17,1,1,23,0.060001138,36,11,3,54.2265625,1.07,2.38,"3",0,1,0.133333333333333,2,2801,"0"
"1912","2005","08","25","Thursday",0,"SB",20,0,"P",1.25,1417,563.5,21.52,1.31,22,0.013474337,53.3,27,1.75,99,1.03,2.19,"5",45.3399999999995,0,0.333333333333333,2,2837,"0"
"1913","2005","08","25","Thursday",0,"SC",18,0,"P",1.17,838,389.56,27.77,1.03,28,0,30.25,19,0,76.15625,0.999999999999999,1.68333333333333,"5",4.17999999999933,0,0.3,2,2795,"0"
"1914","2005","08","25","Thursday",1,"SC",19,0,"P",1.05,832.5,406.75,18.34,1.16,8.99,0,32.05,8.72,1.41,52.126484375,1.04,2.58,"4",2.08999999999932,0,0.433333333333333,1,-2785,"0"
"1915","2005","08","25","Thursday",0,"SD",19,0,"P",1.12,400,95,7,1.47,45,0.182548104,16.02,13,1,68.359375,1,1,"5",29.86,0,0.133333333333333,2,2747,"0"
"1916","2005","08","25","Thursday",0,"SO",18,0,"P",1.2,501,304.66,29.205,1.05,36,0.142561738,35.61,13,0,46.2265625,0.999999999999999,2.07,"5",1.95999999999931,0,0.3,2,2661,"0"
"1917","2005","08","25","Thursday",1,"SC",18,0,"P",1.26,493,539.22,50,1,33,0.041645162,30.53,2,2,57.71875,0.999999999999999,1.71,"3",0,1,0.2,2,2749,"0"
"1918","2005","08","25","Thursday",1,"SE",21,0,"P",1.24666666666667,600,0,20,3,47,0,36,12.5675,2.61,42.921875,1,1.67,"3",114,3,0.133333333333333,2,2736,"0"
"1919","2005","08","25","Thursday",0,"SO",22,0.75,"R",1.09,793.5,534.77,17.76,1.27,8.44,0,18.26,8.24,1.19,49.2701953125,1.03,2.59,"4",5.10999999999939,0,0.466666666666667,2,2668,"1"
"1920","2005","08","25","Thursday",1,"SL",17,0,"P",1.27,658,269.57,21.89,1.38,17.81,0,31.69,9.32,0.369999999999999,63.4921875,1,1,"5",37.9599999999999,0,0.333333333333333,1,-2857,"0"
"1921","2005","08","25","Thursday",0,"SH",18,0,"P",1.28,552.5,185.79,15.31,1.41,57,0,15.55,19,0,54.75,1,0,"5",25.0899999999999,0,0.233333333333333,1,-2862,"0"
"1922","2005","08","25","Thursday",1,"SA",23,2,"R",1.09,727,594.67,18.46,1.29,12.81,0.342442829,34.49,7.2,1.13,61.0625,1.03,2,"5",61.0999999999997,0,0.366666666666667,1,-2786,"0"
"1923","2005","08","25","Thursday",400,"SD",20,0,"P",1.06,1151,436.39,20.3,1.47,15.81,0.537020637,21.5,10.56,3,65.546875,1.03,3,"5",13.1099999999996,0,0.333333333333333,1,-2628,"0"
"1924","2005","08","25","Thursday",0,"SL",18,0,"P",1.07,514.666666666667,230.36,21.44,1.05,18.52,0,29.26,11.45,0.68,61.6580859375,1.04,2.41,"4",-7.12532255420228e-13,0,0.433333333333333,2,2804,"1"
"1925","2005","08","25","Thursday",0,"SB",18,0,"P",1.16,461,233.2,22,1,61,0.105479406,26.58,26,0.289999999999999,75.890625,1.04,2.08333333333333,"3",0,1,0.233333333333333,2,2835,"0"
"1926","2005","08","25","Thursday",0,"SO",18,0,"P",1.06,487,288.51,20.06,1.01,10.71,0.118248055,25.4,10.18,0.379999999999999,48.8125,1.01,2.23,"5",-7.20774551155046e-13,0,0.4,1,-2821,"0"
"1927","2005","08","25","Thursday",0,"SC",24,2,"R",1.14,1037,694.65,22.11,1.38,8.37,0,32.31,4.69,1.55,32.21875,1.01,2.06,"5",84.7199999999996,0,0.4,1,-2809,"0"
"1928","2005","08","25","Thursday",160,"SO",19,0.179999999999999,"P",2,500,345.45,5,1,12.85,0.238330571,0,9.01,1.06,35.7890625,2,1,"2",49.98,0,0.2,2,2846,"1"
"1929","2005","08","25","Thursday",1,"SE",24,4,"R",1.15,896,553.72,6,2,14.37,0.40465836,40,7.53,2,60.28125,1,1.7,"3",82,2,0.2,2,2725,"1"
"1930","2005","08","25","Thursday",400,"SB",48,1,"R",1.24,917.5,936.2,15,1,7.39,0.243876777,43.96,6.87,1.73,56.921875,1,1,"3",0,1,0.233333333333333,1,-2779,"0"
"1931","2005","08","25","Thursday",0,"SO",23,0,"P",1.31,551.5,314.04,17,1,14.435,0,21.14,7.29,0,59.5633203125,1,1,"3",0,1,0.233333333333333,1,-2797,"0"
"1932","2005","08","25","Thursday",1,"SA",25,0,"R",1.06,400,302.66,22,1,16.89,0.001352139,28.84,9.68,1.41,80.0625,1.02,2.28,"3",0,1,0.266666666666667,2,2781,"1"
"1933","2005","08","25","Thursday",0,"SN",25,0,"R",1.96,808.5,612.995,7,2,12.32,0.304595183,95.24,9,1.72,65.703125,3,0,"3",0,1,0.233333333333333,1,-2669,"0"
"1934","2005","08","25","Thursday",0,"SO",18,0,"P",2,8650,311,4,3,30.26,0.111641624,36,13.23,4,65.765625,1,1.45666666666667,"3",518,3,0.1,1,-2724,"0"
"1935","2005","08","26","Friday",1,"SA",18,0,"P",1.08,487,482.44,20.46,1.03,7,0,35.66,14,0,70.28125,1.01,2.15,"5",2.7499999999993,0,0.3,2,2920,"1"
"1936","2005","08","26","Friday",0,"SF",19,0,"P",1.05,409,308.57,16,1,6,0.133709778,0,7,0,79.671875,1.02333333333333,2.62,"3",-7.6397554948926e-13,0,0.2,1,-3107,"0"
"1937","2005","08","26","Friday",1,"SB",18,0,"P",1.13,531,573.99,21.14,1.11,5,0.010966282,38.68,9,0.419999999999999,64.578125,1.02,2.04,"5",12.7799999999993,0,0.333333333333333,1,-3037,"0"
"1938","2005","08","26","Friday",1,"SF",18,0,"P",1.43,554,509.31,21,1,5,0.193689462,56.23,1,0,56.8515625,2,0,"3",0,1,0.133333333333333,1,-2875,"0"
"1939","2005","08","26","Friday",0,"SH",18,0,"P",1.33,646,697.13,23.4,1.41,6,0.138402196,80.3,1,0,58.4609375,1.1,1.55,"5",60.94,0,0.3,1,-3035,"0"
"1940","2005","08","26","Friday",0,"SC",20,2,"P",1.03,454,297.7,21,1,6,0.075441099,21.4,12,2.01,75.75,1.02,4,"3",0,1,0.2,1,-3124,"0"
"1941","2005","08","26","Friday",0,"SO",18,0,"P",1,478,137.84,3,2,5,0,9.43,10.0666666666667,1,72.3125,1,1.55,"3",0,1,0.166666666666667,2,2931,"1"
"1942","2005","08","26","Friday",0,"SO",18,0,"P",1.13,409,500.31,23.2933333333333,1.25,3,0.146703175,60.62,3,0,75.46875,0.999999999999999,1.94,"5",18.8199999999999,0,0.3,2,3099,"1"
"1943","2005","08","26","Friday",0,"SO",21,2,"P",1.39,1850,1859,7,1,6,0.015302093,32.78,10,2,69.625,2,1,"3",0,1,0.0666666666666667,1,-3109,"0"
"1944","2005","08","26","Friday",0,"SM",18,0,"P",1.24,517,778.11,24.8133333333333,1.41,4,0.289418805,42.09,6,0,48.7890625,1.01,1.92,"5",56.31,0,0.3,1,-2917,"0"
"1945","2005","08","26","Friday",0,"SA",21,0,"P",3,2650,1426,2,2,3,0.279447548,70,5,3,77.8125,2,1,"3",0,1,0,1,-2953,"0"
"1946","2005","08","26","Friday",0,"SO",18,0,"P",1,500,248.12,2,2,3,0.204775119,0,7,0,52.515625,1,1.14,"3",133,1,0.0666666666666667,2,3033,"1"
"1947","2005","08","26","Friday",0,"SA",19,0,"P",1.09,298.5,379.73,27,1,3,0.083801451,66.46,10.13,0.831818181818182,53.5546875,0.999999999999999,2.06,"3",0,1,0.266666666666667,1,-3069,"0"
"1948","2005","08","26","Friday",0,"SO",18,0,"P",1,50,128.966,2,1,2,0,40.43,2,0,66.265625,1.04,2.18,"3",0,1,0.133333333333333,1,-2986,"0"
"1949","2005","08","26","Friday",0,"SC",18,0,"P",1.06,403.75,357.88,25,1,2,0.124110484,37.47,0,2,39.6015625,1.02,2.59,"3",0,1,0.2,1,-3045,"0"
"1950","2005","08","26","Friday",0,"SC",19,0,"P",1.3,2851.5,1957.28,27,2,5,0,49.24,12.2316666666667,22,75.578125,1,1.86,"3",0,1,0.233333333333333,2,3160,"1"
"1951","2005","08","26","Friday",0,"SA",22,0,"P",1.36,791,815.58,20.9,1.585,1,0.110971482,95.72,7.46,2.21,58.7890625,1,1,"5",88.7,0,0.3,2,2898,"1"
"1952","2005","08","26","Friday",1,"SN",33,0,"H",1.47,3400,2078,10,3,18.77,0.215793751,26,13.44,7,82.546875,1,1,"5",255.57,0,0.133333333333333,1,-3153,"0"
"1953","2005","08","26","Friday",0,"SB",34,2,"H",2,1350,744,5,2,15.53,0.395346372,35,10.14,5,60.203125,2,1,"3",0,1,0.0666666666666667,1,-2916,"0"
"1954","2005","08","26","Friday",0,"SO",18,0,"P",1.05,136,212.41,9,1,6,0,39,0,0,47.7578125,1.01,2.41,"3",0,1,0.166666666666667,1,-3171,"0"
"1955","2005","08","26","Friday",0,"SC",18,0,"P",1.14,740.666666666667,763.43,26.4033333333333,1.08,1,0.174802601,42.74,10.44,0,49.8125,1.04,2.5,"5",5.44999999999934,0,0.333333333333333,1,-3147,"0"
"1956","2005","08","26","Friday",1,"SC",19,0,"P",1.51,1048,560.41,52,1,25.67,0.01242396,136.05,15,1,99.9375,2,0,"3",38,1,0.166666666666667,1,-2905,"0"
"1957","2005","08","26","Friday",0,"SO",18,0,"P",1.06,924.5,451.35,9,1.24,15.71,0.031613625,0,10.65,0.66,59.6796875,1.03,3,"5",5.32999999999937,0,0.3,1,-2912,"0"
"1958","2005","08","26","Friday",0,"SC",18,0,"P",1.16,520,625.22,25.7833333333333,1.38,6,0.09515665,59.32,1,0,51.734375,1.01,1.81,"5",37.3499999999999,0,0.3,2,3022,"1"
"1959","2005","08","26","Friday",700,"SN",29,0,"R",1,1648,1248,3,5,14.69,0.119760793,1,10.65,5,37.5078125,1,2,"3",637,1,0.133333333333333,1,-2883,"0"
"1960","2005","08","26","Friday",0,"SO",22,0,"P",1,1300,185,4,1,6,0,10.64,21,6,78.90625,1.04,2.57,"3",0,1,0.1,2,3116,"1"
"1961","2005","08","26","Friday",0,"SO",20,0,"P",1,400,372,5,3,28.665,0.064551804,20,13.24,0,77.8125,2,0,"3",0,2,0.0666666666666667,1,-3027,"0"
"1962","2005","08","26","Friday",800,"SO",20,0,"R",1,250,247,5,3,17.03,0.263225608,0,10.83,1.69,53.53125,1,2,"3",0,1,0.1,1,-3086,"0"
"1963","2005","08","26","Friday",1,"SO",35,1,"R",1.16,1161.5,829.91,34,2,8.74,1.115437947,55.03,7.85,3,34,1.04,2.5,"3",0,1,0.266666666666667,1,-2923,"0"
"1964","2005","08","26","Friday",0,"SM",18,0,"P",1.12,1049,708.88,50,1,23.99,0,63.38,15.92,0.9,64.890625,1.08,2.5,"3",0,1,0.3,2,2991,"1"
"1965","2005","08","26","Friday",0,"SO",18,0,"P",1,108.5,176.44,5,1,13.405,0.067737345,40.22,7.02,0.209999999999999,51.640625,1.05,2.26,"3",0,1,0.266666666666667,1,-2955,"0"
"1966","2005","08","26","Friday",0,"SD",18,0,"P",1,50,30,3,1,23.88,0.292998965,31.8,11.225,0.56,62.7109375,1,2,"3",0,1,0.133333333333333,2,2913,"1"
"1967","2005","08","26","Friday",0,"SN",30,0,"R",1.34,2850,1,10,1.79,28.02,0,1,15.67,7,86.796875,1.03,2.14,"5",237.76,0,0.233333333333333,1,-3170,"0"
