"","Year","Month","Day","wday","disp_income","occ_code","cust_age","time_emp","res_indicator","I_01","I_02","D_02","I_03","I_04","I_05","I_06","D_01","ER_01","ER_02","P_01","S_01","S_02","CA_01","CA_02","CA_03","na_prop","id","app_id","BAD"
"3819","2005","09","08","Thursday",0,"SH",19,1,"P",1.02,526,193.07,17,1.12,16,0.029812673,12.61,14,0,71.203125,0.999999999999999,1.7,"5",-7.3583805715316e-13,0,0.266666666666667,"dm.plus",5670,"1"
"3820","2005","09","08","Thursday",600,"SO",18,1,"P",1,370,198.45,1,1,30,0.536332728,86,10,0.623333333333333,57.3125,2,1,"3",0,1,0.1,"dm.plus",5449,"1"
"3821","2005","09","08","Thursday",0,"SB",19,1,"P",1.09,335.5,270.16,32,1,15,0.500308611,42.4025,17,2,79.203125,1.03,2.18,"3",0,1,0.2,"dm.plus",5693,"1"
"3822","2005","09","08","Thursday",0,"SB",18,1,"P",1.14,626,361.74,25.04,1.07,37,0.374448004,41.3025,17,0,77.375,1.01,2.23,"5",3.71999999999937,0,0.3,"dm.plus",5542,"0"
"3823","2005","09","08","Thursday",0,"SH",19,1,"P",1.08,500,135.94,10,1,36,0,0,21,1,60.4765625,1,1,"3",0,1,0.0666666666666667,"dm.plus",5541,"0"
"3824","2005","09","08","Thursday",0,"SA",20,1,"P",1.1,540.5,455.28,22,1,10,0.24154909,21.34,12,1,99,1.02,2.65,"5",18.1199999999993,0,0.233333333333333,"dm.plus",5573,"1"
"3825","2005","09","08","Thursday",1,"SC",19,1,"P",1.1,852.5,611.31,11,2,7,0,1,3,1.43,89.734375,1,1,"1",0,2,0.133333333333333,"dm.plus",5634,"1"
"3826","2005","09","08","Thursday",0,"SN",20,1,"R",1,600,316.6,5,1,6,0.121508632,36.56,2,1,74.0625,1.11,2.42,"3",0,1,0.133333333333333,"dm.plus",5581,"1"
"3827","2005","09","08","Thursday",1,"SD",18,1,"P",1,750,165.27,2,1.39,39,0,1,15,0.53,92.203125,1,1,"5",21.6499999999999,0,0.133333333333333,"dm.plus",5696,"0"
"3828","2005","09","08","Thursday",1100,"SN",28,1,"P",1.17,5000,5022,17,3,4,0.017845191,15,9.93,6.13,61.796875,1,1.89,"3",780,3,0.133333333333333,"dm.plus",5652,"1"
"3829","2005","09","08","Thursday",0,"SC",20,1,"P",1.26,200,407,12,2,4,0.369240516,0,0,0,61.203125,2,2,"3",0,2,0.0666666666666667,"dm.plus",5483,"1"
"3830","2005","09","08","Thursday",1,"SA",21,1,"P",1.04,474.5,348.99,21,1,13,0.038044762,23.47,1,0,62.5625,1,0,"3",18,1,0.133333333333333,"dm.plus",5488,"1"
"3831","2005","09","08","Thursday",0,"SO",19,1,"P",1.05,412,274.56,19.65,1.08,5,0,38.15,6.65,1.21,54.003125,1.03,2.46,"5",6.5599999999993,0,0.4,"dm.plus",5595,"1"
"3832","2005","09","08","Thursday",2,"SA",20,1,"P",1.07,384,301.54,41,1,3,0.009760062,41.37,3,2,40.640625,1.02,2.03,"3",0,1,0.2,"dm.plus",5513,"1"
"3833","2005","09","08","Thursday",0,"SH",18,1,"P",1,5650,3720,5,3,3,0.056029881,1,1,6,69.71875,1,1,"3",0,2,0,"dm.plus",5675,"1"
"3834","2005","09","08","Thursday",0,"SO",19,1,"P",1.05,409.5,249.4,13,1,2,0.173544067,26.44,5.44,1,68.15625,1.03,2.49,"3",0,1,0.266666666666667,"dm.plus",5484,"1"
"3835","2005","09","08","Thursday",1,"SG",19,1,"P",1.1,744.5,460.27,22.15,1.08,10.29,0.060508515,46.01,7.32,1.01,36.3125,1.07,2.38,"5",7.3999999999994,0,0.4,"dm.plus",5663,"1"
"3836","2005","09","08","Thursday",0,"SL",18,1,"P",1.27,385.5,360.83,15,2,19.46,0.208886674,57.6,8.84,0,63.078125,1,0.81,"3",0,2,0.233333333333333,"dm.plus",5621,"1"
"3837","2005","09","08","Thursday",0,"SC",20,1,"P",1.08,575,326,38,1,12.89,0.332628954,42.44,8.99,3,58.3671875,1.04,2.27,"3",0,1,0.266666666666667,"dm.plus",5452,"1"
"3838","2005","09","08","Thursday",1,"SF",18,1,"P",1.05,268,254.37,29,1,14.02,0,52.17,8.67333333333333,0,56.7578125,1.02,1.89,"3",0,1,0.266666666666667,"dm.plus",5461,"1"
"3839","2005","09","08","Thursday",0,"SN",20,0,"P",1,150,303.56,5,2,79,0.0306076,134,20,2,80.265625,1,1.46,"3",12,2,0.0666666666666667,"dm.minus",-5645,"0"
"3840","2005","09","08","Thursday",0,"SH",19,1,"P",1.07,495.5,309.28,19.73,1.11,11.64,0.127054258,42.22,7.58,1.17,48.4921875,1.01,2.46,"5",2.87999999999933,0,0.4,"dm.plus",5553,"1"
"3841","2005","09","08","Thursday",0,"SE",27,2,"R",1,1526,1089.9,2,1.41,7.5,0.227475992,5,6.39,1.78,48.546875,1,1,"5",204.18,0,0.233333333333333,"dm.plus",5631,"1"
"3842","2005","09","08","Thursday",1,"SE",19,1,"P",1.2,357,436.72,7,1.26,14.83,0.441043727,63.16,5,1,17.703125,1,1,"5",59.74,0,0.233333333333333,"dm.plus",5603,"1"
"3843","2005","09","08","Thursday",0,"SO",19,1,"R",1.08,637.5,444.46,17.32,1.12,13.18,0.222391659,35.33,6.01666666666667,0.85,65.265625,1,0,"5",46.78,0,0.333333333333333,"dm.plus",5626,"1"
"3844","2005","09","08","Thursday",0,"SK",19,1,"P",1.08,682,389.39,18.58,1.15,11.7,0.10392946,39.8,6.35,1.08,31.8828125,1,1,"5",32.24,0,0.333333333333333,"dm.plus",5613,"1"
"3845","2005","09","08","Thursday",0,"SF",18,1,"R",1.11,710,442.635,20.39,1.1,8.39,0,34.62,7.27,0.299999999999999,48.141484375,1.01,2.16,"5",16.5899999999994,0,0.433333333333333,"dm.plus",5671,"1"
"3846","2005","09","08","Thursday",0,"SD",19,0,"P",1,654.666666666667,173.27,5,1.26,21.17,0.016817306,14,11.59,0,64.1875,1,1,"5",15.3799999999999,0,0.2,"dm.plus",5592,"1"
"3847","2005","09","08","Thursday",0,"SA",19,1,"R",1.17,684.5,495.71,22.49,1.2,9.9,0,93.88,4.41,0.74,9.9609375,1.06,2.28,"5",87.4799999999997,0,0.4,"dm.plus",5644,"1"
"3848","2005","09","08","Thursday",800,"SM",29,1.45,"R",1.13,1204,1030.83,21.86,1.32,9.485,0.101168276,55.8933333333333,4.77,1.9,23.80078125,1.07,2.32,"5",83.2299999999996,0,0.433333333333333,"dm.plus",5612,"1"
"3849","2005","09","08","Thursday",1,"SB",19,1,"R",1.1,798,568.8,19.47,1.15,7.93,1.592476241,58.2133333333333,4.37,1.54,37.4921875,1.11,2.6,"5",34.6099999999995,0,0.466666666666667,"dm.plus",5593,"1"
"3850","2005","09","08","Thursday",0,"SH",20,1,"P",1.1,623,379.72,19.58,1.25,10.92,0.229115003,47.04,7.06,2,41.4609375,1.01,2.36,"5",5.17999999999938,0,0.366666666666667,"dm.plus",5548,"1"
"3851","2005","09","08","Thursday",0,"SO",19,1,"P",1.07,483.5,269.83,21.51,1.02,13.145,0.523939977,44.24,8.47,0.95,65.453125,1.02,2.34,"5",0.629999999999384,0,0.4,"dm.plus",5490,"1"
"3852","2005","09","09","Friday",1,"SC",18,0,"P",1.22,421.5,249.425,19.39,1.22,84,0.216114266,29.0275,19,0,69.015625,1,0,"5",29.0299999999999,0,0.233333333333333,"dm.minus",-5805,"0"
"3853","2005","09","09","Friday",0,"SH",19,0,"P",1,412.5,161.35,3,1.17,80,0,39,11.38,1.21,42.390625,1.01,2.3,"5",1.55999999999928,0,0.266666666666667,"dm.plus",5847,"0"
"3854","2005","09","09","Friday",0,"SB",18,1,"P",1.22,484,398.56,27.91,1.05,52,0,52.85,4,0,78.84375,0.999999999999999,1.53,"5",10.1699999999994,0,0.3,"dm.plus",5799,"0"
"3855","2005","09","09","Friday",0,"SO",20,1,"P",1.23,721,540.48,25.65,1.24,43,0,35.26,28,2,72.078125,1.03,2.79,"5",10.3599999999994,0,0.3,"dm.plus",5852,"0"
"3856","2005","09","09","Friday",0,"SD",18,1,"P",1.14,324,174.66,17.07,1.08,36,0,47.74,16,0.129999999999999,60.796875,1,1,"5",16.9399999999999,0,0.266666666666667,"dm.plus",5794,"0"
"3857","2005","09","09","Friday",0,"SB",18,1,"P",1.12,628,310.4,26.9666666666667,1.07,35,0.045431686,41.39,18,0,49.765625,1.04,2.51,"5",3.54999999999936,0,0.3,"dm.plus",5728,"0"
"3858","2005","09","09","Friday",0,"SB",21,1,"P",1.15,600,0,9,1,33,0.173421356,36,24,7,71.96875,1.03,2.74,"3",0,1,0.1,"dm.plus",5926,"0"
"3859","2005","09","09","Friday",0,"SO",18,0,"P",1.13,281.5,137.51,19.77,1.05,33,0.065564641,39.67,11.15,0,63.9453125,1,0,"5",11.5899999999999,0,0.266666666666667,"dm.plus",5858,"0"
"3860","2005","09","09","Friday",0,"SO",18,1,"P",1.09,289,251.85,38,1,32,0.435967693,48.7,18,0,57.4921875,1.01,1.88,"3",0,1,0.2,"dm.plus",5776,"0"
"3861","2005","09","09","Friday",0,"SC",19,1,"P",1.08,279.5,192.71,25,1,32,0.019654765,36.1,22,1,71.28125,1,1.27,"3",0,1,0.2,"dm.plus",5849,"0"
"3862","2005","09","09","Friday",0,"SL",19,1,"P",1.13,602.5,197.22,21,1.17,31,0.182624175,7,6,1,70.21875,1,0,"5",11.1799999999999,0,0.166666666666667,"dm.minus",-5855,"0"
"3863","2005","09","09","Friday",0,"SM",19,1,"P",1.34,400,258.64,17,2,29,0,56.2,7,0,86.0625,1,0.88,"3",0,2,0.133333333333333,"dm.minus",-5789,"0"
"3864","2005","09","09","Friday",1,"SO",24,1,"P",1.12,600,356.35,29,2,28,0,30.89,5,4,39.4921875,1,1.48,"3",378,1,0.133333333333333,"dm.plus",5888,"0"
"3865","2005","09","09","Friday",0,"SO",19,1,"P",1.11,259,144.825,15.34,1.09,27,0.254568283,35.91,18,0,64.703125,1,0,"5",14.6799999999999,0,0.233333333333333,"dm.plus",5787,"0"
"3866","2005","09","09","Friday",0,"SN",18,1,"P",1.13,282,426.99,25,1,24,0,52.13,2,0,32.375,1.05,2.23,"3",0,1,0.2,"dm.minus",-5913,"0"
"3867","2005","09","09","Friday",0,"SA",19,0,"P",1,600,125.75,5,1.09,27,0.027156738,9.9775,20,1,70.171875,1,2,"5",15.7099999999999,0,0.166666666666667,"dm.minus",-5736,"0"
"3868","2005","09","09","Friday",0,"SO",19,0,"P",1.12,247.5,111.725,16,1,23,0.251910132,28.83,12,0,82.328125,1,1,"3",0,1,0.166666666666667,"dm.plus",5783,"0"
"3869","2005","09","09","Friday",0,"SG",18,1,"P",1.22,661,301.445,27,2,22,0,30.29,13,0.95,65.4375,1,1,"3",0,2,0.2,"dm.plus",5898,"0"
"3870","2005","09","09","Friday",0,"SO",18,1,"P",1.14,250,145.51,18.86,1.02,20,0.039326422,44.87,10,0,40.3046875,1,0,"5",11.5699999999999,0,0.233333333333333,"dm.minus",-5934,"0"
"3871","2005","09","09","Friday",0,"SK",18,1,"P",1.19,527,330.29,24.99,1.04,21,0.194404903,44.28,20,1,65.671875,1.01,2.31,"5",9.65999999999934,0,0.3,"dm.plus",5919,"0"
"3872","2005","09","09","Friday",0,"SK",18,1,"P",2,612.5,225.03,5,2,21,0,35.48,16,0,78.328125,1,2,"3",0,2,0.1,"dm.plus",5844,"0"
"3873","2005","09","09","Friday",10,"SB",19,1,"P",1.09,1450,154,10,1,20,0,19,11,3.36,69.421875,1.01,4,"3",0,1,0.1,"dm.plus",5939,"0"
"3874","2005","09","09","Friday",0,"SD",18,0,"P",1.1,50,116.435,8,1,19,0,36.33,9,0,57.7578125,1.04,2.62,"3",0,1,0.166666666666667,"dm.minus",-5944,"0"
"3875","2005","09","09","Friday",0,"SB",18,0,"P",1.18,399,476.25,35,1.13,20,0,31.71,8,1,99.421875,1.02,2.56,"5",8.5899999999993,0,0.266666666666667,"dm.plus",5839,"0"
"3876","2005","09","09","Friday",0,"SN",18,1,"P",1.12,556.5,335.75,29.04,1.09,19,0.078688325,34.58,25,0.249999999999999,78.3125,1.04,2.64,"5",5.77999999999937,0,0.366666666666667,"dm.minus",-5946,"0"
"3877","2005","09","09","Friday",1,"SO",18,1,"P",1.16,413.166666666667,248.27,26.18,1.03,18,0.14948642,40.61,27,0,75.359375,1.04,2.36,"5",15.9899999999995,0,0.3,"dm.plus",5916,"0"
"3878","2005","09","09","Friday",0,"SL",23,5,"P",1.24,995,463.28,37,2,19,0,41.34,19,19,70.6875,1,1.78,"3",0,2,0.166666666666667,"dm.plus",5738,"0"
"3879","2005","09","09","Friday",1,"SB",19,1,"P",1.13,508.5,168.94,13,2,19,0,16,13,0,59.59375,1,1.06333333333333,"3",0,2,0.166666666666667,"dm.minus",-5772,"0"
"3880","2005","09","09","Friday",1,"SF",19,1,"P",1,100,127.99,4,1,17,0.14634579,41.43,24,1.09,56.3359375,1,1,"3",0,1,0.1,"dm.plus",5892,"0"
"3881","2005","09","09","Friday",0,"SF",18,0,"P",1.13,373,279.38,21.91,1.03,15,0.104855781,42.71,2,0.159999999999999,68.65625,1.02,2.31,"5",7.18999999999934,0,0.333333333333333,"dm.minus",-5938,"0"
"3882","2005","09","09","Friday",0,"SB",18,0,"P",1.09,198.5,182.09,9,1,12,0.11982072,55.21,7,0,84.125,1,1.55,"3",0,1,0.2,"dm.minus",-5741,"0"
"3883","2005","09","09","Friday",1,"SO",21,1,"P",1,438,278.01,3,1,13,0.551881524,72.57,0,1.2425,21.359375,1.08,2.36,"3",0,1,0.2,"dm.minus",-5820,"0"
"3884","2005","09","09","Friday",0,"SO",18,1,"P",1.12,493.5,319.38,29.32,1.03,12,0,47.71,0,0,68.484375,1.03,2.53,"5",1.45999999999938,0,0.3,"dm.minus",-5924,"0"
"3885","2005","09","09","Friday",0,"SO",19,1,"P",1.04,287,84.24,17,1,11,0,25.71,23,0,85.015625,1,0,"3",0,1,0.133333333333333,"dm.plus",5771,"0"
"3886","2005","09","09","Friday",0,"SG",18,1,"P",1.1,340.5,187.71,11,1,11,0,25.68,0,0.79,47.2109375,1.05,4,"3",0,1,0.2,"dm.minus",-5879,"0"
"3887","2005","09","09","Friday",0,"SO",19,0,"P",1.08,250.666666666667,159.4,8,1.06,11,0.060460153,46,23,0,75.640625,1.03,2.61,"5",3.49999999999926,0,0.233333333333333,"dm.plus",5930,"0"
"3888","2005","09","09","Friday",0,"SO",19,0,"P",3,200,62,2,4,12,0.260935751,0,5,1,56.734375,2,2,"3",0,4,0,"dm.plus",5722,"0"
"3889","2005","09","09","Friday",1,"SH",18,0,"P",1,1000,186,5,2,12,0.130769411,35,22,0,66.609375,1,1.27333333333333,"3",0,2,0.0333333333333333,"dm.plus",5897,"0"
"3890","2005","09","09","Friday",0,"SC",20,1,"P",1.09,1300,0,13,1,10,0.270146583,25,17,3,47.40625,1.06,2.61,"3",0,1,0.1,"dm.plus",5828,"0"
"3891","2005","09","09","Friday",0,"SO",18,1,"P",2,474.5,362.16,4,1,10,0.078987015,34,7,0,94.609375,1.22,2.18,"3",0,1,0.133333333333333,"dm.plus",5822,"0"
"3892","2005","09","09","Friday",0,"SB",18,1,"P",1,496.5,133.08,6,1.1,10,0.323475293,0,10,0,52.234375,1,0,"5",11.2299999999999,0,0.133333333333333,"dm.plus",5833,"0"
"3893","2005","09","09","Friday",0,"SM",24,1,"P",1.2,1150,547.63,36,2,10,0,36,27,5,77.578125,1,1.37,"3",141,2,0.1,"dm.plus",5755,"0"
"3894","2005","09","09","Friday",1,"SO",20,1,"P",1.08,728.5,125.36,7,2,11,0.265799321,19.44,16,3,40.53125,1.03,2.87,"3",0,1,0.2,"dm.plus",5812,"0"
"3895","2005","09","09","Friday",0,"SO",18,1,"P",1.11,244.5,214.39,60,1,11,0,45.48,0,0,61.6796875,1.06,2.22,"3",0,1,0.2,"dm.minus",-5866,"0"
"3896","2005","09","09","Friday",0,"SH",18,1,"P",1.21,492.5,618.57,25.21,1.09,9,0,57.47,9,0,94.796875,1.04,2.37,"5",27.6099999999995,0,0.3,"dm.plus",5819,"0"
"3897","2005","09","09","Friday",0,"SO",18,1,"P",1.2,1498,1156.02,26.93,1.56,9,0,30.66,12.56,16,67.84375,1,0,"5",211.72,0,0.266666666666667,"dm.plus",5922,"0"
"3898","2005","09","09","Friday",1,"SC",20,1,"P",1.11,492.5,128.2,19,1,9,0.050288385,0,6,1,62.0859375,1.01,2.48,"3",0,1,0.166666666666667,"dm.minus",-5940,"0"
"3899","2005","09","09","Friday",0,"SO",20,1,"P",1.1,713.214285714286,203.38,26,1,8,0.045734937,1,4,3,85.671875,1.03,2.36,"3",0,1,0.166666666666667,"dm.plus",5933,"0"
"3900","2005","09","09","Friday",0,"SO",21,1,"P",1.21,650,398.14,23,1,6,0.049252981,50,2,3,52.921875,2,0,"3",0,1,0.0666666666666667,"dm.minus",-5846,"0"
"3901","2005","09","09","Friday",0,"SH",22,0,"P",1.08,300,1,12,1,7,0.166285887,28.83,24,5,63.3203125,1.05,2.84,"3",0,1,0.133333333333333,"dm.plus",5779,"0"
"3902","2005","09","09","Friday",0,"SO",16,1,"P",1.1,480.166666666667,296.7,24.98,1.03,7,0.231993935,53.61,6,0.119999999999999,62.765625,1.05,2.56,"5",1.06999999999934,0,0.333333333333333,"dm.minus",-5832,"0"
"3903","2005","09","09","Friday",0,"SO",18,1,"P",1.13,385.666666666667,335.31,26.928,1.03,7,0.337616102,52.28,11,0,56.5859375,1.03,2.32,"5",20.3799999999999,0,0.3,"dm.plus",5748,"0"
"3904","2005","09","09","Friday",0,"SD",18,1,"P",1.1,328,531.685,32,1,7,0.330688642,51.79,0,1,80.421875,1.08,2.48,"3",0,1,0.2,"dm.minus",-5725,"0"
"3905","2005","09","09","Friday",0,"SA",18,1,"P",1.14,775,423.86,22.2,1.07,7,0,55.7133333333333,2,0,55.6328125,1.05,2.38,"5",3.92999999999937,0,0.3,"dm.plus",5762,"0"
"3906","2005","09","09","Friday",0,"SA",20,1,"P",1.12,636.5,249.52,14,3,6,0.090215962,27.11,10,3,44.0859375,1,1.27,"3",0,2,0.166666666666667,"dm.minus",-5770,"0"
"3907","2005","09","09","Friday",0,"SO",19,1,"P",1.13,1249,566.08,18,1,7,0.286613589,34.9,5,24,62.703125,1.1,2.36,"3",0,1,0.2,"dm.minus",-5875,"0"
"3908","2005","09","09","Friday",0,"SO",18,0.88,"P",1.13,811.5,437.86,23.36,1.11,5,0.037047421,69.0333333333333,0,0.393333333333333,22.62109375,1.06,2.37,"5",11.6099999999995,0,0.366666666666667,"dm.plus",5865,"0"
"3909","2005","09","09","Friday",0,"SA",18,1,"P",1.12,335,223.18,14,2,5,0.084260478,32.77,1,0.64,58.5390625,1,0,"3",0,2,0.2,"dm.minus",-5720,"0"
"3910","2005","09","09","Friday",0,"SJ",23,0,"P",1.14,923,552.28,51,1,6,0.173825536,38.01,9,5,60.7109375,1.05,2.29,"3",0,1,0.233333333333333,"dm.minus",-5908,"0"
"3911","2005","09","09","Friday",0,"SO",18,1,"P",1.2,745,451.52,32,1,6,0.709429059,84.01,2,1.51,26.10546875,1.12,2.05,"3",0,1,0.233333333333333,"dm.plus",5788,"0"
"3912","2005","09","09","Friday",0,"SO",18,1,"P",1.15,328,143.95,25,1,4,0,35.59,22,0.269999999999998,64.7005078125,1.04,2.41,"3",0,1,0.266666666666667,"dm.minus",-5857,"0"
"3913","2005","09","09","Friday",1,"SO",19,1,"P",1.12,208.666666666667,149.54,7,1,6,0,54,7,2,70.34375,1.05,2.76,"3",0,1,0.166666666666667,"dm.minus",-5923,"0"
"3914","2005","09","09","Friday",0,"SK",18,0,"P",1.21,865.5,540.8,22.82,1.16,4,0.167872193,70.93,10,0.47,90.9375,1.03,2.08,"5",42.5299999999997,0,0.333333333333333,"dm.minus",-5727,"0"
"3915","2005","09","09","Friday",0,"SL",19,1,"P",1.17,560,379.55,30,1,5,0.411715949,49.67,7.3,1.35,37.34375,1.05,2.08,"3",0,1,0.266666666666667,"dm.plus",5840,"0"
"3916","2005","09","09","Friday",0,"SA",19,1,"P",1.13,507.5,317.165,22.94,1.08,4,0,30.34,4,1,65.78125,1.03,2.65,"5",4.22999999999935,0,0.3,"dm.plus",5872,"0"
"3917","2005","09","09","Friday",1,"SK",18,1,"P",1.25,658.5,377.67,44,1,3,0,50.25,20,0,74.859375,1,0,"3",0,1,0.133333333333333,"dm.plus",5927,"0"
"3918","2005","09","09","Friday",0,"SL",19,1,"P",1.08,779,180.02,13,1,3,0,17.13,23,3,54.03125,1.01,2.43,"5",5.51999999999934,0,0.233333333333333,"dm.plus",5918,"0"
"3919","2005","09","09","Friday",0,"SH",19,2,"P",1.15,601,380.94,20.86,1.21,4,0.722146062,44.94,8.61,1.22,50.0078125,1.05,2.3,"5",71.1199999999997,0,0.366666666666667,"dm.minus",-5734,"0"
"3920","2005","09","09","Friday",1,"SO",18,1,"P",1.15,401.666666666667,248.06,24.78,1.04,5,0.098147882,40.69,26,0,74.578125,1.04,2.51,"5",1.45999999999934,0,0.3,"dm.plus",5777,"0"
"3921","2005","09","09","Friday",0,"SB",20,1,"P",1.29,500,254.38,12,2,3,0,0,27,2,81.28125,1,1.44333333333333,"3",0,2,0.1,"dm.minus",-5949,"0"
"3922","2005","09","09","Friday",1,"SE",20,1,"P",1.29,100,244.45,21,1,3,0.056116825,59.54,0,0,34.3515625,1,0.94,"3",88,1,0.133333333333333,"dm.minus",-5724,"0"
"3923","2005","09","09","Friday",0,"SO",21,1,"P",1.08,347,183.26,18,1,3,0.154123509,35.34,9.69,2.3625,49.0703125,1,0,"3",0,1,0.2,"dm.minus",-5887,"0"
"3924","2005","09","09","Friday",0,"SO",20,1,"P",1.06,462,181.03,9,1.11,6,0.166010575,0,9.42,1.13,59.015625,1.04,4,"5",1.62999999999929,0,0.266666666666667,"dm.plus",5878,"0"
"3925","2005","09","09","Friday",0,"SF",19,1,"P",1.09,150,124.77,17,1,3,0.04119767,25.96,26,2,85.0625,1,0,"3",0,1,0.1,"dm.minus",-5810,"0"
"3926","2005","09","09","Friday",0,"SO",16,1,"P",1.15,460.5,215.08,18.13,1.15,3,0.057138827,44.56,11,0.189999999999999,27.43359375,1,0,"5",14.84,0,0.266666666666667,"dm.plus",5750,"0"
"3927","2005","09","09","Friday",0,"SM",18,1,"P",1.21,465,323.44,27.27,1.03,3,0,34.52,20,0,80.390625,1.03,2.43,"5",16.3999999999993,0,0.3,"dm.plus",5941,"0"
"3928","2005","09","09","Friday",0,"SA",18,1,"P",1.15,492.5,329.935,23.83,1.12,1,0,35.36,3,0,59.64783203125,1.04,2.37,"5",3.42999999999938,0,0.333333333333333,"dm.minus",-5862,"0"
"3929","2005","09","09","Friday",0,"SH",18,0,"P",1.16,1523,855.49,25,1,3,0.157976298,33.01,11.62,14,78.015625,1.08,2.34,"3",0,1,0.233333333333333,"dm.minus",-5764,"0"
"3930","2005","09","09","Friday",0,"SB",18,1,"P",1,188.5,178.11,3,1,2,0.374721623,47.72,6.15,0,29.109375,1.08,2.15,"3",0,1,0.2,"dm.minus",-5931,"0"
"3931","2005","09","09","Friday",0,"SO",16,0.89,"P",1.12,491,338.93,26.22,1.06,5,0,51.1,9.95,0.119999999999999,67.265625,1.07,2.54,"5",5.99999999999934,0,0.4,"dm.plus",5890,"0"
"3932","2005","09","09","Friday",0,"SB",18,1,"P",1.14,408,252.52,22.87,1.08,3,0,32.3533333333333,3,0,68.90625,1,1,"5",18.1899999999999,0,0.233333333333333,"dm.plus",5909,"0"
"3933","2005","09","09","Friday",0,"SC",18,1,"P",1.2,1110.5,514.36,24.11,1.17,2,0,73.0733333333333,0,0,31.12890625,1.04,2.38,"5",12.8899999999995,0,0.3,"dm.minus",-5816,"0"
"3934","2005","09","09","Friday",1,"SH",19,1,"P",1.08,530,165.65,8,1,1,0.266171447,0,9.19,1,55.0234375,1.05,3,"3",0,1,0.166666666666667,"dm.plus",5809,"0"
"3935","2005","09","09","Friday",0,"SL",19,1,"R",1.2,673.5,396.52,14,3,1,0.155676173,39.31,2,1,38.6484375,1,1,"3",0,1,0.133333333333333,"dm.minus",-5848,"0"
"3936","2005","09","09","Friday",0,"SM",18,0,"P",1.11,50,130.67,6,1,2,0,41.67,4,0,31.62890625,1.04,2.3,"3",0,1,0.166666666666667,"dm.plus",5768,"0"
"3937","2005","09","09","Friday",1500,"SA",47,1,"H",1.15,4020.5,2071.4,16,2,9,0.027623341,38.592,1,3,29.57421875,1.11,2.33,"3",0,1,0.233333333333333,"dm.minus",-5891,"0"
"3938","2005","09","09","Friday",0,"SB",18,1,"P",1,50,206.125,5,1,6,0.270473838,55.58,1,0.6,94.953125,1.06,2.24,"3",0,1,0.166666666666667,"dm.plus",5753,"0"
"3939","2005","09","09","Friday",0,"SO",19,2,"P",1,600,0,3,1,8,0,0,8,1,50.9453125,1,2,"3",309,1,0,"dm.plus",5796,"0"
"3940","2005","09","09","Friday",0,"SN",25,1,"R",3,150,498.78,2,1.74,14.61,0.010360827,0,9.41,2.64,72.5625,4,1,"5",65.9,0,0.2,"dm.minus",-5948,"0"
"3941","2005","09","09","Friday",0,"SC",32,1,"R",1.26,1000,858.35,29,2,2,0.657375295,75,5,2,24.9375,1,1.44,"3",365,2,0.133333333333333,"dm.plus",5824,"0"
"3942","2005","09","09","Friday",0,"SO",22,1,"P",1.22,1200,454.87,9,2,24.155,0,44,14.24,4.2,83.5625,1,3,"3",1223,2,0.166666666666667,"dm.minus",-5935,"0"
"3943","2005","09","09","Friday",0,"SF",18,1,"P",1.13,495.5,394.4,20.19,1.04,8,0.10666209,50.81,0,0,66.34375,1.02,2.44,"5",0.669999999999375,0,0.3,"dm.plus",5745,"0"
"3944","2005","09","09","Friday",0,"SH",19,1,"P",1.33,750,0,7,3,26.71,0,17.68,16,0,67.671875,1,0,"3",0,3,0.1,"dm.plus",5860,"0"
"3945","2005","09","09","Friday",0,"SC",33,3,"P",1,250,31,3,2,22.94,0.491541703,31.78,13.78,15,49.8203125,1,0,"3",0,1,0.1,"dm.minus",-5751,"0"
"3946","2005","09","09","Friday",0,"SL",19,0,"P",1.15,458.5,345.245,32,1,20.72,0.237900873,54.47,10.8,0,69.53125,1.02,2.34,"3",0,1,0.266666666666667,"dm.plus",5808,"0"
"3947","2005","09","09","Friday",0,"SH",20,0,"P",1.13,403,311.42,24,1,11.27,0.014337657,37.21,0,0,70.15625,1,1,"3",0,1,0.2,"dm.minus",-5719,"0"
"3948","2005","09","09","Friday",0,"SM",28,1,"R",1.09,1700,0,12,1.3,26.24,0.175259389,36,12.52,3.24,50.3046875,1.06,2.59,"5",64.4099999999997,0,0.266666666666667,"dm.plus",5882,"0"
"3949","2005","09","09","Friday",0,"SL",24,1,"R",1.27,500,30,9,1.41,11.43,0.449892699,84,7.13,1.54,32.59375,1,0,"5",96.39,0,0.2,"dm.minus",-5823,"0"
"3950","2005","09","09","Friday",0,"SO",19,2,"R",1.26,537,523.77,17.89,1.11,8.18,0.156730381,55.65,4.55,0.98,39.953125,1,1,"5",154.55,0,0.333333333333333,"dm.plus",5929,"0"
"3951","2005","09","09","Friday",0,"SO",19,1,"P",1.08,488.5,111.8,10.01,1.22,10,0.085670576,19.96,21,2,65.640625,1,0,"5",18.6599999999999,0,0.233333333333333,"dm.plus",5760,"0"
"3952","2005","09","09","Friday",0,"SC",17,1,"P",1.19,357,337.373333333333,26.71,1.05,10,0.010582078,76.17,7,0.0499999999999985,48.8671875,1.01,2.15,"5",27.1299999999999,0,0.333333333333333,"dm.plus",5737,"0"
